mechanism_name,strategy_name,domain_name,n_outcomes,opposition,max_welfare,time,full_time,run_time,succeeded,agreement_utils,welfare,relative_welfare,pdist,ndist,time_limit,n_rounds,nash_welfare,relative_nash_welfare,reserved0,reserved1,reserved,steps,failed
AOt,Atlas3,0000011Fifty2013,11,0.7071067811865476,1.0,91.95784611999989,91.95842480286956,91.2252072058618,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",2719,False
AOt,Atlas3,0000003NiceOrDie,3,0.84,1.16,126.5456493385136,126.54862712323666,126.4405968002975,True,"(0.299, 0.299)",0.598,0.5155172413793103,0.0,0.7146481651834,180,6,1.16,0.5155172413793103,0.0,0.0,"(0.0, 0.0)",3554,False
AOt,Atlas3,0000003NiceOrDie,3,0.84,1.16,127.07641253992917,127.08135461807252,126.7963787689805,True,"(0.299, 0.299)",0.598,0.5155172413793103,0.0,0.7146481651834,180,6,1.16,0.5155172413793103,0.0,0.0,"(0.0, 0.0)",3534,False
AOt,Atlas3,0000003NiceOrDie,3,0.84,1.16,127.26078856736422,127.2650306224823,126.96610640361904,True,"(0.299, 0.299)",0.598,0.5155172413793103,0.0,0.7146481651834,180,6,1.16,0.5155172413793103,0.0,0.0,"(0.0, 0.0)",3532,False
AOr,Atlas3,0000011Fifty2013,11,0.7071067811865476,1.0,0.8426237739622593,0.8428130187094212,0.6900562979280949,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",12,False
AOr,Atlas3,0000011Fifty2013,11,0.7071067811865476,1.0,1.024771049618721,1.0252428948879242,0.9269106164574624,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",12,False
AOr,Atlas3,0000011Fifty2013,11,0.7071067811865476,1.0,1.066354040056467,1.0666392594575882,0.9187749549746512,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",12,False
AOr,AgentK,0000011Fifty2013,11,0.7071067811865476,1.0,1.0818731263279917,1.082239557057619,0.9996866509318352,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,AgentK,0000011Fifty2013,11,0.7071067811865476,1.0,0.8670103289186954,0.8673150986433029,0.7802541702985764,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,AgentK,0000011Fifty2013,11,0.7071067811865476,1.0,1.1057045310735705,1.1059702895581722,1.072318907827139,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.0,"(0.0, 0.0)",21,False
AOr,Caduceus,0000011Fifty2013,11,0.7071067811865476,1.0,1.0374668091535568,1.0377280488610268,0.957546964287758,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,Caduceus,0000011Fifty2013,11,0.7071067811865476,1.0,1.0676452666521072,1.0679148621857166,1.0136444382369518,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,Caduceus,0000011Fifty2013,11,0.7071067811865476,1.0,0.839756578207016,0.8400191478431225,0.7670418620109558,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,HardHeaded,0000011Fifty2013,11,0.7071067811865476,1.0,1.0057033263146875,1.0060234479606152,0.8662767931818962,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,HardHeaded,0000011Fifty2013,11,0.7071067811865476,1.0,1.0055559799075129,1.0058389976620674,0.9264858588576316,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
AOr,CUHKAgent,0000011Fifty2013,11,0.7071067811865476,1.0,0.7683696746826172,0.7686271481215954,0.6903095580637455,False,"(0.0, 0.0)",0.0,0.0,0.7071067811865476,1.0,180,22,1.0,0.0,0.0,0.0,"(0.0, 0.0)",22,False
