mechanism_name,strategy_name,domain_name,n_outcomes,opposition,max_welfare,time,full_time,run_time,succeeded,agreement_utils,welfare,relative_welfare,pdist,ndist,time_limit,n_rounds,nash_welfare,relative_nash_welfare,reserved0,reserved1,reserved,steps,failed
AOr,Atlas3,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,0.4639707244932651,0.4646127261221409,0.375494509935379,True,"(0.6117039826105853, 0.6175891405859933)",1.229293123196579,1.0,0.0,0.0,180,18,1.229293123196579,1.0,0.0,0.5,"(0.0, 0.5)",17,False
TAUinf,SCSNegotiator,0056700Wholesaler,56700,0.3806632313418392,1.5585051546391755,1.9321082010865207,1.932480316609144,1.9313897974789145,True,"(0.775, 0.7835051546391754)",1.5585051546391755,1.0,0.0,0.0,180,113400,1.5585051546391755,1.0,0.0,0.5,"(0.0, 0.5)",880,False
TAUinf,SCSNegotiator,0000011Fifty2013,11,0.7071067811865476,1.0,0.00335144251585,0.003667440265417,0.0027503855526447,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.1,"(0.0, 0.1)",6,False
TAU0,SCSNegotiator,0000036DefensiveCharms,36,0.321210081884724,1.5497872340425531,0.0042795613408088,0.0045886188745498,0.0036680586636066,True,"(0.78, 0.7659574468085106)",1.5459574468085109,0.9975288303130148,0.0,0.0876027496049246,180,72,1.5497872340425531,0.9975288303130148,0.0,0.1,"(0.0, 0.1)",9,False
AOt,Atlas3,0000384AcquisitionA,384,0.1169711731681046,1.837430675423097,17.536180447787046,17.536564268171787,17.50723823904991,True,"(0.9035532994923858, 0.9195171026156942)",1.82307040210808,0.9921845904136164,0.0,0.0344487990043344,180,768,1.837430675423097,0.9921845904136164,0.0,0.1,"(0.0, 0.1)",1547,False
AOr,Atlas3,0000128Outfit,128,0.1908420152536551,1.7412747453739883,1.942137375473976,1.9423809498548508,1.9400368556380272,True,"(0.7222536213576152, 0.9999999999999999)",1.722253621357615,0.9890763223512506,0.0,0.1427057561731851,180,256,1.7412747453739883,0.9890763223512506,0.0,0.9,"(0.0, 0.9)",74,False
AOt,Atlas3,0000027planes,27,0.1641476300299351,1.8166666666666669,48.249126344919205,48.24963023513556,48.21509297564626,True,"(0.7333333333333334, 1.0)",1.7333333333333334,0.9541284403669724,0.0,0.3236081306491266,180,54,1.8166666666666669,0.9541284403669724,0.0,0.9,"(0.0, 0.9)",4313,False
TAUinf,SCSNegotiator,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,0.0013491660356521,0.0017541386187076,0.0007884614169597,False,"(0.0, 0.9)",0.9,0.7321280685762684,0.1019803902718556,0.6737489561079921,180,18,1.229293123196579,0.7321280685762684,0.0,0.9,"(0.0, 0.9)",2,False
AOt,Atlas3,0003600cameradomain,3600,0.2603049581563554,1.647973743950622,70.16357511281967,70.16391208395362,70.11557142436504,True,"(0.7979502196193264, 0.8093903293622985)",1.6073405489816248,0.975343542263247,0.0,0.0889958396384639,180,7200,1.647973743950622,0.975343542263247,0.0,0.5,"(0.0, 0.5)",1005,False
AOr,Atlas3,0000270DogChoosing,270,0.0384713372401903,1.9509233999615767,0.7337696626782417,0.7342389114201069,0.7256212905049324,True,"(0.8917826918499836, 0.9915084228401112)",1.8832911146900948,0.9653331928496968,0.0,0.0993860301089994,180,540,1.9509233999615767,0.9653331928496968,0.0,0.9,"(0.0, 0.9)",59,False
AOr,Atlas3,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,0.4281830340623855,0.4285278655588627,0.4256582669913769,True,"(0.6117039826105853, 0.6175891405859933)",1.229293123196579,1.0,0.0,0.0,180,18,1.229293123196579,1.0,0.0,0.1,"(0.0, 0.1)",9,False
TAU0,SCSNegotiator,0015625Kitchen,15625,0.0629994224063956,1.9245897156879803,4.815265938639641,4.815635357052088,4.814565125852823,True,"(0.9549444189017537, 0.9559668098425875)",1.9109112287443413,0.9928927777010648,0.0,0.0213963975497119,180,31250,1.9245897156879803,0.9928927777010648,0.0,0.1,"(0.0, 0.1)",1816,False
TAU0,SCSNegotiator,0000027Laptop,27,0.1780027878321504,1.7533005459252924,0.0020969361066818,0.0024065300822257,0.0016094855964183,True,"(0.851603495169503, 0.9016970507557895)",1.7533005459252924,1.0,0.0,0.0,180,54,1.7533005459252924,1.0,0.0,0.1,"(0.0, 0.1)",5,False
TAU0,SCSNegotiator,0000128Outfit,128,0.1908420152536551,1.7412747453739883,0.0049426406621932,0.0052330121397972,0.0044858492910861,True,"(0.8322232080115186, 0.9090515373624699)",1.7412747453739883,1.0,0.0,0.0,180,256,1.7412747453739883,1.0,0.0,0.9,"(0.0, 0.9)",14,False
AOr,Atlas3,0000027planes,27,0.1641476300299351,1.8166666666666669,0.4246772788465023,0.4249293133616447,0.4108551293611526,True,"(0.8833333333333333, 0.8833333333333333)",1.7666666666666666,0.9724770642201834,0.0,0.1343709624716425,180,54,1.8166666666666669,0.9724770642201834,0.0,0.1,"(0.0, 0.1)",9,False
AOt,Atlas3,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,76.85875450447202,76.85925430431962,76.85601930320263,True,"(0.6117039826105853, 0.6175891405859933)",1.229293123196579,1.0,0.0,0.0,180,18,1.229293123196579,1.0,0.0,0.1,"(0.0, 0.1)",6725,False
TAUinf,SCSNegotiator,0015625Kitchen,15625,0.0629994224063956,1.9245897156879803,5.258209999650717,5.259058095514774,5.257077600806952,True,"(0.9549444189017537, 0.9559668098425875)",1.9109112287443413,0.9928927777010648,0.0,0.0213963975497119,180,31250,1.9245897156879803,0.9928927777010648,0.0,0.1,"(0.0, 0.1)",1816,False
AOr,Atlas3,0001152Animal,1152,0.1101688870771652,1.8460601917024304,1.9034157879650595,1.903833545744419,1.899969391524792,True,"(0.9110206955648785, 0.9350394961375517)",1.8460601917024304,1.0,0.0,0.0,180,2304,1.8460601917024304,1.0,0.0,0.5,"(0.0, 0.5)",301,False
AOt,Atlas3,0056700Wholesaler,56700,0.3806632313418392,1.5585051546391755,93.0191972963512,93.0196418724954,93.0160887800157,True,"(0.49500000000000005, 0.9484536082474229)",1.443453608247423,0.9261782702166363,0.0,0.3249738333277806,180,113400,1.5585051546391755,0.9261782702166363,0.0,0.9,"(0.0, 0.9)",8134,False
AOr,Atlas3,0000384AcquisitionA,384,0.1169711731681046,1.837430675423097,0.90241190046072,0.9029551148414612,0.8985400572419167,True,"(0.8730964467005076, 0.9637826961770624)",1.83687914287757,0.9996998349092,0.0,0.0857558829576238,180,768,1.837430675423097,0.9996998349092,0.0,0.5,"(0.0, 0.5)",99,False
AOt,Atlas3,0056700Wholesaler,56700,0.3806632313418392,1.5585051546391755,44.239178750664,44.23999163135886,44.234567418694496,True,"(0.775, 0.7835051546391754)",1.5585051546391755,1.0,0.0,0.0,180,113400,1.5585051546391755,1.0,0.0,0.1,"(0.0, 0.1)",4059,False
TAU0,SCSNegotiator,0000036DefensiveCharms,36,0.321210081884724,1.5497872340425531,0.0079909786581993,0.0084583088755607,0.007373422384262,True,"(0.38, 0.9361702127659575)",1.3161702127659574,0.8492586490939045,0.0,0.3562545973907766,180,72,1.5497872340425531,0.8492586490939045,0.0,0.9,"(0.0, 0.9)",32,False
TAU0,SCSNegotiator,0056700Wholesaler,56700,0.3806632313418392,1.5585051546391755,1.2790790908038616,1.2793549746274948,1.2786050513386726,True,"(0.775, 0.7835051546391754)",1.5585051546391755,1.0,0.0,0.0,180,113400,1.5585051546391755,1.0,0.0,0.5,"(0.0, 0.5)",866,False
AOt,Atlas3,0000112Coffee,112,0.4473100412925149,1.4834004808300816,98.88086074590684,98.88191961869596,98.84538423269989,True,"(0.630176267835524, 0.7264695692468621)",1.3566458370823862,0.914551299271006,0.0,0.3383414341666816,180,224,1.4834004808300816,0.914551299271006,0.0,0.5,"(0.0, 0.5)",9242,False
AOt,Atlas3,0000011Fifty2013,11,0.7071067811865476,1.0,100.17411495745182,100.17562490329146,100.15665651112796,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.1,"(0.0, 0.1)",9806,False
TAU0,SCSNegotiator,0000384HouseKeeping,384,0.2720294101747088,1.63,0.0214981213212013,0.0217973999679088,0.0210036039352417,True,"(0.78, 0.8250000000000001)",1.605,0.9846625766871164,0.0,0.2093442141545831,180,768,1.63,0.9846625766871164,0.0,0.1,"(0.0, 0.1)",65,False
TAU0,SCSNegotiator,0000384HouseKeeping,384,0.2720294101747088,1.63,0.0324905626475811,0.0329096503555774,0.0317964665591716,True,"(0.78, 0.8250000000000001)",1.605,0.9846625766871164,0.0,0.2093442141545831,180,768,1.63,0.9846625766871164,0.0,0.1,"(0.0, 0.1)",64,False
AOt,Atlas3,0001152Animal,1152,0.1101688870771652,1.8460601917024304,35.58480258285999,35.58659391477704,35.575691632926464,True,"(0.8254638524859714, 0.9803786438788632)",1.8058424963648347,0.97821430984842,0.0,0.096827742489109,180,2304,1.8460601917024304,0.97821430984842,0.0,0.9,"(0.0, 0.9)",5446,False
AOt,Atlas3,0000011Fifty2013,11,0.7071067811865476,1.0,126.22756487503648,126.2287704385817,126.20992765575647,True,"(0.3, 0.7000000000000001)",1.0,1.0,0.0,0.4242640687119284,180,22,1.0,1.0,0.0,0.5,"(0.0, 0.5)",14174,False
AOt,Atlas3,0003840Lunch,3840,0.3992386867088245,1.4649163275575412,106.96833701431753,106.96868155896664,106.96517398580907,True,"(0.40738173370712166, 0.947218850927458)",1.3546005846345797,0.924694850587889,0.0,0.5675707931185144,180,7680,1.4649163275575412,0.924694850587889,0.0,0.9,"(0.0, 0.9)",12146,False
AOt,Atlas3,0015625Kitchen,15625,0.0629994224063956,1.9245897156879803,10.013155229389668,10.014005582779646,10.009550619870424,True,"(0.9506952481161455, 0.9659924209543456)",1.916687669070491,0.995894165622378,0.0,0.0105863810548993,180,31250,1.9245897156879803,0.995894165622378,0.0,0.1,"(0.0, 0.1)",1416,False
TAU0,SCSNegotiator,0000036DefensiveCharms,36,0.321210081884724,1.5497872340425531,0.0039426311850547,0.0043609738349914,0.0031451694667339,True,"(0.78, 0.7659574468085106)",1.5459574468085109,0.9975288303130148,0.0,0.0876027496049246,180,72,1.5497872340425531,0.9975288303130148,0.0,0.5,"(0.0, 0.5)",8,False
TAU0,SCSNegotiator,0000128Outfit,128,0.1908420152536551,1.7412747453739883,0.0106548927724361,0.0116343051195144,0.0094093829393386,True,"(0.8322232080115186, 0.9090515373624699)",1.7412747453739883,1.0,0.0,0.0,180,256,1.7412747453739883,1.0,0.0,0.1,"(0.0, 0.1)",14,False
TAU0,SCSNegotiator,0000112Coffee,112,0.4473100412925149,1.4834004808300816,0.0554080009460449,0.055884975939989,0.0546111799776554,True,"(0.13052815086215858, 0.9154954707645122)",1.0460236216266707,0.705152543190047,0.0,0.870043589950467,180,224,1.4834004808300816,0.705152543190047,0.0,0.9,"(0.0, 0.9)",106,False
TAUinf,SCSNegotiator,0000027planes,27,0.1641476300299351,1.8166666666666669,0.0022009275853633,0.002561368048191,0.0015505366027355,True,"(0.8833333333333333, 0.8833333333333333)",1.7666666666666666,0.9724770642201834,0.0,0.1343709624716425,180,54,1.8166666666666669,0.9724770642201834,0.0,0.5,"(0.0, 0.5)",3,False
AOt,Atlas3,0000003NiceOrDie,3,0.84,1.16,140.655867241323,140.65707950666547,140.62604093551636,True,"(0.299, 0.299)",0.598,0.5155172413793103,0.0,0.7146481651834,180,6,1.16,0.5155172413793103,0.0,0.1,"(0.0, 0.1)",16508,False
TAUinf,SCSNegotiator,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,0.0026964023709297,0.0036135539412498,0.0015802532434463,False,"(0.0, 0.9)",0.9,0.7321280685762684,0.1019803902718556,0.6737489561079921,180,18,1.229293123196579,0.7321280685762684,0.0,0.9,"(0.0, 0.9)",2,False
AOt,Atlas3,0056700Wholesaler,56700,0.3806632313418392,1.5585051546391755,63.96802447736263,63.96848518401384,63.96542460843921,True,"(0.655, 0.8247422680412373)",1.479742268041237,0.9494625434099552,0.0,0.126887743780613,180,113400,1.5585051546391755,0.9494625434099552,0.0,0.5,"(0.0, 0.5)",9258,False
AOt,Atlas3,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,176.60401566326618,176.6043214276433,176.5937099084258,True,"(0.02, 1.0)",1.02,0.8297451443864376,0.0,0.7045222980395915,180,18,1.229293123196579,0.8297451443864376,0.0,0.9,"(0.0, 0.9)",20698,False
TAU0,SCSNegotiator,0000003NiceOrDie,3,0.84,1.16,0.0025216378271579,0.0029053576290607,0.0018022544682025,True,"(0.16, 1.0)",1.16,1.0,0.0,0.0,180,6,1.16,1.0,0.0,0.9,"(0.0, 0.9)",3,False
AOr,Atlas3,0000036DefensiveCharms,36,0.321210081884724,1.5497872340425531,0.3688766397535801,0.3691361434757709,0.3555140122771263,True,"(0.78, 0.7659574468085106)",1.5459574468085109,0.9975288303130148,0.0,0.0876027496049246,180,72,1.5497872340425531,0.9975288303130148,0.0,0.1,"(0.0, 0.1)",22,False
TAU0,SCSNegotiator,0003840Lunch,3840,0.3992386867088245,1.4649163275575412,0.832730770111084,0.8331584855914116,0.8319990299642086,True,"(0.7194788983833628, 0.6870529479148073)",1.40653184629817,0.9601448354687152,0.0,0.1628535004369038,180,7680,1.4649163275575412,0.9601448354687152,0.0,0.5,"(0.0, 0.5)",692,False
AOt,Atlas3,0056700Wholesaler,56700,0.3806632313418392,1.5585051546391755,92.93297883495688,92.93357514590024,92.93083273619412,True,"(0.49500000000000005, 0.9484536082474229)",1.443453608247423,0.9261782702166363,0.0,0.3249738333277806,180,113400,1.5585051546391755,0.9261782702166363,0.0,0.9,"(0.0, 0.9)",12499,False
AOr,Atlas3,0000270DogChoosing,270,0.0384713372401903,1.9509233999615767,0.6559392213821411,0.656294085085392,0.6416705884039402,True,"(0.8917826918499836, 0.9915084228401112)",1.8832911146900948,0.9653331928496968,0.0,0.0993860301089994,180,540,1.9509233999615767,0.9653331928496968,0.0,0.9,"(0.0, 0.9)",59,False
AOt,Atlas3,0003840Lunch,3840,0.3992386867088245,1.4649163275575412,56.09024211391807,56.09073539823294,56.08522915840149,True,"(0.6981774563371281, 0.7386674893897418)",1.43684494572687,0.9808375527648908,0.0,0.2100332102579506,180,7680,1.4649163275575412,0.9808375527648908,0.0,0.1,"(0.0, 0.1)",5993,False
TAUinf,SCSNegotiator,0003840Lunch,3840,0.3992386867088245,1.4649163275575412,0.0602245703339576,0.0609346628189086,0.0591196790337562,False,"(0.0, 0.9)",0.9,0.6143695602741847,0.3092268348112917,0.909298086168673,180,7680,1.4649163275575412,0.6143695602741847,0.0,0.9,"(0.0, 0.9)",23,False
TAU0,SCSNegotiator,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,0.0021033026278018,0.0025017522275447,0.0014086849987506,True,"(0.6117039826105853, 0.6175891405859933)",1.229293123196579,1.0,0.0,0.0,180,18,1.229293123196579,1.0,0.0,0.5,"(0.0, 0.5)",3,False
AOt,Atlas3,0003840Lunch,3840,0.3992386867088245,1.4649163275575412,72.43397244438529,72.43434181064367,72.43073866516352,True,"(0.6019475434170636, 0.8038229461689165)",1.4057704895859802,0.9596251083704044,0.0,0.3259044639386886,180,7680,1.4649163275575412,0.9596251083704044,0.0,0.5,"(0.0, 0.5)",8208,False
TAUinf,SCSNegotiator,0000720Icecream,720,0.0801987955376799,1.9086710833217,0.0258578583598136,0.0262641347944736,0.0251591466367244,True,"(0.9228103249557235, 0.9250930106893124)",1.847903335645036,0.9681622736323384,0.0,0.0629032023688737,180,1440,1.9086710833217,0.9681622736323384,0.0,0.1,"(0.0, 0.1)",44,False
AOr,Atlas3,0000720Icecream,720,0.0801987955376799,1.9086710833217,27.0138852223754,27.014657858759165,27.00958380103112,True,"(0.980177486634227, 0.9130541474741056)",1.8932316341083328,0.9919108905938376,0.0,0.0956422781661842,180,1440,1.9086710833217,0.9919108905938376,0.0,0.1,"(0.0, 0.1)",568,False
AOr,Atlas3,0000112Coffee,112,0.4473100412925149,1.4834004808300816,0.7846031710505486,0.785878986120224,0.7814900763332844,True,"(0.630176267835524, 0.7264695692468621)",1.3566458370823862,0.914551299271006,0.0,0.3383414341666816,180,224,1.4834004808300816,0.914551299271006,0.0,0.5,"(0.0, 0.5)",134,False
AOr,Atlas3,0000384HouseKeeping,384,0.2720294101747088,1.63,2.7773764953017235,2.777804285287857,2.6855677627027035,True,"(0.62, 0.9500000000000001)",1.57,0.9631901840490796,0.0,0.4123105625617659,180,768,1.63,0.9631901840490796,0.0,0.9,"(0.0, 0.9)",387,False
TAU0,SCSNegotiator,0000003NiceOrDie,3,0.84,1.16,0.0027703531086444,0.0039071589708328,0.0018661767244338,True,"(0.16, 1.0)",1.16,1.0,0.0,0.0,180,6,1.16,1.0,0.0,0.9,"(0.0, 0.9)",3,False
TAU0,SCSNegotiator,0000112Coffee,112,0.4473100412925149,1.4834004808300816,0.0180539228022098,0.0186127312481403,0.0166843868792057,True,"(0.6428012879239432, 0.6709998115336706)",1.313801099457614,0.885668513955474,0.0,0.3028589696530546,180,224,1.4834004808300816,0.885668513955474,0.0,0.5,"(0.0, 0.5)",33,False
TAU0,SCSNegotiator,0000027Laptop,27,0.1780027878321504,1.7533005459252924,0.0033122301101684,0.0036134272813796,0.0026224479079246,True,"(0.851603495169503, 0.9016970507557895)",1.7533005459252924,1.0,0.0,0.0,180,54,1.7533005459252924,1.0,0.0,0.5,"(0.0, 0.5)",5,False
AOr,Atlas3,0000128Outfit,128,0.1908420152536551,1.7412747453739883,1.98848244547844,1.9888621009886265,1.9461556449532509,True,"(0.7328289595825869, 0.9457642043960756)",1.6785931639786624,0.9640024748754606,0.0,0.1059577110996297,180,256,1.7412747453739883,0.9640024748754606,0.0,0.5,"(0.0, 0.5)",71,False
TAU0,SCSNegotiator,0000112Coffee,112,0.4473100412925149,1.4834004808300816,0.0148163698613643,0.0153185054659843,0.014095515012741,True,"(0.6428012879239432, 0.6709998115336706)",1.313801099457614,0.885668513955474,0.0,0.3028589696530546,180,224,1.4834004808300816,0.885668513955474,0.0,0.1,"(0.0, 0.1)",33,False
AOt,Atlas3,0000384AcquisitionA,384,0.1169711731681046,1.837430675423097,31.34799777343869,31.348422408103943,31.344747941941023,True,"(0.8274111675126903, 0.9839034205231388)",1.8113145880358288,0.9857866270893436,0.0,0.1335696085406514,180,768,1.837430675423097,0.9857866270893436,0.0,0.9,"(0.0, 0.9)",2838,False
TAUinf,SCSNegotiator,0000270DogChoosing,270,0.0384713372401903,1.9509233999615767,0.0103300102055072,0.0113178975880146,0.0093941614031791,True,"(0.9872045159416803, 0.9637188840198965)",1.9509233999615767,1.0,0.0,0.0,180,540,1.9509233999615767,1.0,0.0,0.9,"(0.0, 0.9)",16,False
AOt,Atlas3,0015625Kitchen,15625,0.0629994224063956,1.9245897156879803,10.096096124500036,10.096707966178656,10.092662703245878,True,"(0.9541773691822422, 0.9537654964990981)",1.90794286568134,0.991350442189862,0.0023311254167091,0.0232928059185834,180,31250,1.9245897156879803,0.991350442189862,0.0,0.1,"(0.0, 0.1)",802,False
AOt,Atlas3,0003840Lunch,3840,0.3992386867088245,1.4649163275575412,58.48972872644663,58.49044575542212,58.48714344203472,True,"(0.6981774563371281, 0.7386674893897418)",1.43684494572687,0.9808375527648908,0.0,0.2100332102579506,180,7680,1.4649163275575412,0.9808375527648908,0.0,0.1,"(0.0, 0.1)",5490,False
AOr,Atlas3,0056700Wholesaler,56700,0.3806632313418392,1.5585051546391755,119.1629291921854,119.16336891800164,119.15598921850324,True,"(0.775, 0.7835051546391754)",1.5585051546391755,1.0,0.0,0.0,180,113400,1.5585051546391755,1.0,0.0,0.1,"(0.0, 0.1)",27692,False
TAUinf,SCSNegotiator,0000384HouseKeeping,384,0.2720294101747088,1.63,0.0374938771128654,0.0381172969937324,0.0366673916578292,True,"(0.78, 0.8250000000000001)",1.605,0.9846625766871164,0.0,0.2093442141545831,180,768,1.63,0.9846625766871164,0.0,0.1,"(0.0, 0.1)",65,False
TAU0,SCSNegotiator,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,0.0040472485125064,0.0045727267861366,0.0032633654773235,True,"(0.02, 1.0)",1.02,0.8297451443864376,0.0,0.7045222980395915,180,18,1.229293123196579,0.8297451443864376,0.0,0.9,"(0.0, 0.9)",9,False
AOr,Atlas3,0000384AcquisitionA,384,0.1169711731681046,1.837430675423097,0.4718797393143177,0.4726175665855407,0.46910210698843,True,"(0.8730964467005076, 0.9637826961770624)",1.83687914287757,0.9996998349092,0.0,0.0857558829576238,180,768,1.837430675423097,0.9996998349092,0.0,0.5,"(0.0, 0.5)",99,False
AOt,Atlas3,0000384AcquisitionA,384,0.1169711731681046,1.837430675423097,22.136597204953432,22.137071058154103,22.132898088544607,True,"(0.8781725888324873, 0.9577464788732394)",1.8359190677057269,0.9991773253066965,0.0,0.0779047043424712,180,768,1.837430675423097,0.9991773253066965,0.0,0.5,"(0.0, 0.5)",2147,False
TAUinf,SCSNegotiator,0000384AcquisitionA,384,0.1169711731681046,1.837430675423097,0.0147864967584609,0.0150733180344104,0.0143129713833332,True,"(0.9035532994923858, 0.9195171026156942)",1.82307040210808,0.9921845904136164,0.0,0.0344487990043344,180,768,1.837430675423097,0.9921845904136164,0.0,0.5,"(0.0, 0.5)",47,False
AOr,Atlas3,0000009Ultimatum,9,0.5449879471311634,1.229293123196579,0.2303927280008793,0.230707112699747,0.2271072641015052,False,"(0.0, 0.9)",0.9,0.7321280685762684,0.1019803902718556,0.6737489561079921,180,18,1.229293123196579,0.7321280685762684,0.0,0.9,"(0.0, 0.9)",18,False
TAUinf,SCSNegotiator,0000036DefensiveCharms,36,0.321210081884724,1.5497872340425531,0.0056373700499534,0.0061389952898025,0.004858523607254,True,"(0.78, 0.7659574468085106)",1.5459574468085109,0.9975288303130148,0.0,0.0876027496049246,180,72,1.5497872340425531,0.9975288303130148,0.0,0.1,"(0.0, 0.1)",10,False
AOr,Atlas3,0000036DefensiveCharms,36,0.321210081884724,1.5497872340425531,0.3790154829621315,0.379382986575365,0.3755023814737797,True,"(0.32000000000000006, 1.0)",1.32,0.8517298187808897,0.0,0.4347095417573493,180,72,1.5497872340425531,0.8517298187808897,0.0,0.9,"(0.0, 0.9)",50,False
AOr,Atlas3,0000011Fifty2013,11,0.7071067811865476,1.0,0.4659502878785133,0.4662930816411972,0.4618507511913776,True,"(0.5, 0.5)",1.0,1.0,0.0,0.7071067811865476,180,22,1.0,1.0,0.0,0.1,"(0.0, 0.1)",13,False
TAU0,SCSNegotiator,0000128Outfit,128,0.1908420152536551,1.7412747453739883,0.007199116051197,0.0075971782207489,0.0064747110009193,True,"(0.8322232080115186, 0.9090515373624699)",1.7412747453739883,1.0,0.0,0.0,180,256,1.7412747453739883,1.0,0.0,0.9,"(0.0, 0.9)",14,False
AOt,Atlas3,0000036DefensiveCharms,36,0.321210081884724,1.5497872340425531,115.4764743745327,115.47688967734577,115.47327854856847,True,"(0.38, 0.9361702127659575)",1.3161702127659574,0.8492586490939045,0.0,0.3562545973907766,180,72,1.5497872340425531,0.8492586490939045,0.0,0.9,"(0.0, 0.9)",13038,False
TAUinf,SCSNegotiator,0000003NiceOrDie,3,0.84,1.16,0.0021123588085174,0.0027884691953659,0.0012546516954898,False,"(0.0, 0.9)",0.9,0.7758620689655173,0.188679622641132,0.188679622641132,180,6,1.16,0.7758620689655173,0.0,0.9,"(0.0, 0.9)",2,False
TAUinf,SCSNegotiator,0000112Coffee,112,0.4473100412925149,1.4834004808300816,0.0180207826197147,0.0185546278953552,0.0172347649931907,True,"(0.6428012879239432, 0.6709998115336706)",1.313801099457614,0.885668513955474,0.0,0.3028589696530546,180,224,1.4834004808300816,0.885668513955474,0.0,0.5,"(0.0, 0.5)",33,False
AOt,Atlas3,0012000SmartPhone,12000,0.1404570392771434,1.802489173657445,79.84157474339008,79.84195967391133,79.83926305919886,True,"(0.670157675248029, 0.9999999999999999)",1.670157675248029,0.926584025944022,0.0,0.2652192520781038,180,24000,1.802489173657445,0.926584025944022,0.0,0.9,"(0.0, 0.9)",1085,False
